time,place,latitude,longitude,depth,mag
2011-03-17 18:38:11,"near the east coast of Honshu, Japan",37.226,141.058,41.4,4.8
2011-03-17 18:26:17,"near the east coast of Honshu, Japan",35.951,141.204,10.4,4.6
2011-03-17 18:17:29,"near the east coast of Honshu, Japan",38.334,142.328,28.4,4.5
2011-03-17 18:01:19,"off the east coast of Honshu, Japan",37.591,144.405,25.4,4.8
2011-03-17 17:31:54,"off the east coast of Honshu, Japan",37.68,143.41,20.7,4.8
2011-03-17 17:27:17,"off the east coast of Honshu, Japan",38.636,143.997,18.0,4.7
2011-03-17 17:22:47,"near the east coast of Honshu, Japan",40.395,142.341,48.9,4.5
2011-03-17 17:03:57,"off the east coast of Honshu, Japan",39.759,143.611,35.0,4.8
2011-03-17 17:02:40,"off the east coast of Honshu, Japan",37.264,142.453,35.0,4.8
2011-03-17 16:58:10,"off the east coast of Honshu, Japan",39.792,143.677,17.4,4.5
2011-03-17 16:44:34,"near the east coast of Honshu, Japan",35.859,141.398,45.3,4.9
2011-03-17 16:27:22,"off the east coast of Honshu, Japan",37.953,144.485,10.3,4.7
2011-03-17 16:00:39,"near the east coast of Honshu, Japan",36.643,141.924,46.1,4.9
2011-03-17 15:51:52,"near the east coast of Honshu, Japan",35.839,140.841,23.9,4.5
2011-03-17 15:45:17,"near the east coast of Honshu, Japan",38.504,142.265,52.4,4.7
2011-03-17 15:42:46,"off the east coast of Honshu, Japan",36.068,142.444,35.0,4.7
2011-03-17 15:00:30,"near the east coast of Honshu, Japan",40.13,142.4,65.9,4.8
2011-03-17 14:55:17,"off the east coast of Honshu, Japan",36.61,143.187,35.0,4.7
2011-03-17 14:50:02,"near the east coast of Honshu, Japan",35.438,140.848,35.0,4.8
2011-03-17 14:49:36,"near the east coast of Honshu, Japan",39.4,142.585,35.0,4.7
2011-03-17 14:04:27,"off the east coast of Honshu, Japan",37.627,143.766,35.0,4.8
2011-03-17 13:58:37,"near the east coast of Honshu, Japan",36.162,141.662,35.0,4.7
2011-03-17 13:37:35,"near the east coast of Honshu, Japan",36.149,141.809,35.0,4.8
2011-03-17 12:54:52,"near the east coast of Honshu, Japan",36.757,141.202,29.0,5.8
2011-03-17 12:35:50,"near the east coast of Honshu, Japan",37.194,141.617,35.0,4.5
2011-03-17 12:33:25,"near the east coast of Honshu, Japan",35.481,140.877,34.3,5.4
2011-03-17 12:32:04,"near the east coast of Honshu, Japan",35.496,140.763,35.8,5.5
2011-03-17 12:17:22,"off the east coast of Honshu, Japan",36.512,142.519,35.0,4.5
2011-03-17 12:16:05,"off the east coast of Honshu, Japan",37.699,144.185,35.0,4.5
2011-03-17 11:48:13,"near the east coast of Honshu, Japan",37.31,141.306,54.7,4.5
2011-03-17 11:10:01,"near the east coast of Honshu, Japan",38.909,142.346,49.5,4.5
2011-03-17 10:44:02,"off the east coast of Honshu, Japan",37.475,143.188,31.2,4.9
2011-03-17 09:05:59,"near the east coast of Honshu, Japan",40.255,142.336,35.0,5.1
2011-03-17 08:59:43,"near the east coast of Honshu, Japan",40.254,142.409,53.1,5.2
2011-03-17 08:44:53,"near the east coast of Honshu, Japan",38.428,142.029,43.5,4.8
2011-03-17 08:29:33,"off the east coast of Honshu, Japan",38.642,144.524,10.0,4.9
2011-03-17 08:25:28,"near the east coast of Honshu, Japan",36.658,141.631,52.0,5.3
2011-03-17 07:03:44,"off the east coast of Honshu, Japan",37.395,142.697,28.5,4.7
2011-03-17 07:00:09,"off the east coast of Honshu, Japan",38.688,143.909,23.9,4.9
2011-03-17 06:48:20,"off the east coast of Honshu, Japan",38.644,144.059,35.8,4.8
2011-03-17 06:42:45,"off the east coast of Honshu, Japan",38.666,143.927,35.4,5.2
2011-03-17 06:39:49,"off the east coast of Honshu, Japan",37.886,144.327,24.8,4.5
2011-03-17 06:24:33,"off the east coast of Honshu, Japan",37.261,142.07,41.2,5.2
2011-03-17 06:19:43,"off the east coast of Honshu, Japan",37.61,143.482,35.0,4.7
2011-03-17 06:12:41,"off the east coast of Honshu, Japan",37.709,143.443,16.5,5.6
2011-03-17 05:06:59,"off the east coast of Honshu, Japan",38.019,143.521,21.2,5.3
2011-03-17 04:13:56,"near the east coast of Honshu, Japan",40.136,142.168,29.0,6.2
2011-03-17 03:50:52,"off the east coast of Honshu, Japan",36.31,142.892,12.9,5.2
2011-03-17 03:43:58,"near the east coast of Honshu, Japan",38.187,142.75,36.3,4.5
2011-03-17 03:19:13,"off the east coast of Honshu, Japan",39.271,143.627,10.0,4.7
2011-03-17 02:50:30,"near the east coast of Honshu, Japan",39.215,142.451,60.6,4.6
2011-03-17 02:48:38,"near the east coast of Honshu, Japan",39.717,142.646,56.6,4.7
2011-03-17 02:38:01,"off the east coast of Honshu, Japan",36.689,142.137,31.2,4.7
2011-03-17 01:08:02,"off the east coast of Honshu, Japan",36.29,142.782,35.0,4.9
2011-03-17 01:05:25,"off the east coast of Honshu, Japan",38.772,144.361,8.3,4.8
2011-03-17 00:51:10,"near the east coast of Honshu, Japan",36.588,141.754,33.0,4.8
2011-03-17 00:45:55,"near the east coast of Honshu, Japan",36.095,141.118,33.3,4.8
2011-03-17 00:42:50,"off the east coast of Honshu, Japan",37.338,143.679,29.4,4.8
2011-03-17 00:16:12,"near the east coast of Honshu, Japan",37.235,141.985,35.0,4.8
2011-03-17 00:08:56,"off the east coast of Honshu, Japan",37.713,143.982,11.4,4.6
2011-03-16 23:38:20,"near the east coast of Honshu, Japan",39.131,142.533,34.6,5.3
2011-03-16 23:29:17,"off the east coast of Honshu, Japan",37.665,143.216,10.5,4.8
2011-03-16 23:11:42,"near the east coast of Honshu, Japan",36.475,141.647,35.0,4.7
2011-03-16 23:03:13,"near the east coast of Honshu, Japan",38.694,142.1,35.0,4.8
2011-03-16 22:54:59,"off the east coast of Honshu, Japan",37.303,142.486,35.0,4.7
2011-03-16 22:53:08,"near the east coast of Honshu, Japan",36.282,141.78,40.7,4.7
2011-03-16 22:48:26,"near the east coast of Honshu, Japan",36.956,141.921,35.0,4.7
2011-03-16 22:32:45,"off the east coast of Honshu, Japan",36.874,143.698,35.0,4.5
2011-03-16 22:28:20,"off the east coast of Honshu, Japan",37.869,143.693,20.6,4.8
2011-03-16 22:14:51,"off the east coast of Honshu, Japan",38.812,144.196,23.2,4.9
2011-03-16 22:07:51,"off the east coast of Honshu, Japan",38.813,144.147,15.3,4.8
2011-03-16 22:05:03,"near the east coast of Honshu, Japan",36.017,140.963,12.9,4.9
2011-03-16 22:04:21,"off the east coast of Honshu, Japan",37.576,143.599,22.7,4.7
2011-03-16 22:03:18,"off the east coast of Honshu, Japan",37.589,143.482,22.0,4.9
2011-03-16 21:50:52,"off the east coast of Honshu, Japan",37.483,142.834,12.5,4.6
2011-03-16 21:46:20,"off the east coast of Honshu, Japan",37.236,143.567,35.0,4.7
2011-03-16 21:46:04,"off the east coast of Honshu, Japan",37.266,143.564,12.5,4.7
2011-03-16 21:32:42,"off the east coast of Honshu, Japan",37.966,142.664,13.8,4.6
2011-03-16 21:16:18,"near the east coast of Honshu, Japan",36.855,140.614,58.7,4.7
2011-03-16 21:12:56,"off the east coast of Honshu, Japan",36.612,142.212,35.0,4.7
2011-03-16 21:08:48,"off the east coast of Honshu, Japan",37.159,143.738,35.0,4.8
2011-03-16 20:44:41,"off the east coast of Honshu, Japan",37.336,143.639,10.4,5.1
2011-03-16 20:44:32,"off the east coast of Honshu, Japan",37.265,143.746,35.0,4.6
2011-03-16 20:44:17,"off the east coast of Honshu, Japan",37.34,143.791,18.5,4.8
2011-03-16 20:19:33,"off the east coast of Honshu, Japan",37.003,143.777,34.2,4.5
2011-03-16 20:05:06,"off the east coast of Honshu, Japan",39.616,143.01,22.6,4.6
2011-03-16 19:46:05,"Bonin Islands, Japan region",26.913,143.802,15.0,4.6
2011-03-16 19:35:03,"near the east coast of Honshu, Japan",37.652,141.921,36.1,4.9
2011-03-16 19:00:32,"near the east coast of Honshu, Japan",37.659,141.726,35.0,4.6
2011-03-16 18:40:53,"off the east coast of Honshu, Japan",37.125,142.76,23.8,4.8
2011-03-16 18:39:49,"off the east coast of Honshu, Japan",37.411,142.629,35.0,4.7
2011-03-16 18:23:08,"Izu Islands, Japan region",29.356,141.809,22.7,5.1
2011-03-16 18:12:57,"off the east coast of Honshu, Japan",37.123,142.173,21.0,5.1
2011-03-16 17:55:10,"off the east coast of Honshu, Japan",36.717,142.225,38.6,4.6
2011-03-16 17:47:42,"near the east coast of Honshu, Japan",36.29,141.711,43.6,4.5
2011-03-16 17:26:04,"near the east coast of Honshu, Japan",34.74,140.979,35.0,4.7
2011-03-16 17:19:27,"near the east coast of Honshu, Japan",35.522,140.858,19.9,4.8
2011-03-16 16:12:41,"off the east coast of Honshu, Japan",37.554,143.933,35.0,4.6
2011-03-16 15:42:54,"off the east coast of Honshu, Japan",36.401,143.062,9.5,4.7
2011-03-16 15:27:03,"off the east coast of Honshu, Japan",36.247,142.495,36.2,5.0
2011-03-16 15:08:28,"near the east coast of Honshu, Japan",38.3,141.742,43.8,4.8
2011-03-16 15:04:01,"off the east coast of Honshu, Japan",38.998,144.633,2.0,4.6
2011-03-16 15:00:55,"off the east coast of Honshu, Japan",39.029,144.551,13.9,4.8
2011-03-16 14:46:11,"near the east coast of Honshu, Japan",38.541,141.657,62.2,5.2
2011-03-16 14:38:16,"near the east coast of Honshu, Japan",39.246,142.903,49.6,4.7
2011-03-16 14:28:18,"near the east coast of Honshu, Japan",36.542,141.867,35.0,4.6
2011-03-16 14:27:40,"off the east coast of Honshu, Japan",38.827,144.321,21.9,4.7
2011-03-16 13:54:06,"near the east coast of Honshu, Japan",37.422,141.231,35.4,4.8
2011-03-16 13:39:05,"near the east coast of Honshu, Japan",35.823,140.306,84.8,5.3
2011-03-16 13:38:53,"near the east coast of Honshu, Japan",35.964,141.176,46.2,4.9
2011-03-16 13:38:41,"near the east coast of Honshu, Japan",36.916,140.466,28.7,5.0
2011-03-16 12:54:22,"off the east coast of Honshu, Japan",37.357,143.815,30.8,4.7
2011-03-16 12:48:37,"off the east coast of Honshu, Japan",37.341,142.568,29.6,4.9
2011-03-16 12:45:23,"off the east coast of Honshu, Japan",36.391,142.908,35.0,4.8
2011-03-16 12:15:10,"off the east coast of Honshu, Japan",36.328,143.02,18.0,4.5
2011-03-16 12:02:50,"near the east coast of Honshu, Japan",35.703,141.824,35.0,4.9
2011-03-16 11:51:40,"off the east coast of Honshu, Japan",38.511,143.184,33.8,4.7
2011-03-16 11:44:57,"near the east coast of Honshu, Japan",37.662,141.49,35.0,5.0
2011-03-16 11:37:53,"near the east coast of Honshu, Japan",38.83,142.623,35.0,4.6
2011-03-16 11:29:15,"off the east coast of Honshu, Japan",39.821,143.609,37.6,4.8
2011-03-16 11:20:06,"near the east coast of Honshu, Japan",36.213,141.068,22.4,4.8
2011-03-16 10:31:33,"off the east coast of Honshu, Japan",37.801,144.276,27.8,4.5
2011-03-16 10:26:32,"off the east coast of Honshu, Japan",39.701,143.755,22.3,4.7
2011-03-16 10:24:08,"off the east coast of Honshu, Japan",37.987,144.159,35.0,4.8
2011-03-16 10:16:12,"off the east coast of Honshu, Japan",39.799,143.426,24.8,5.2
2011-03-16 10:01:35,"off the east coast of Honshu, Japan",36.24,142.235,35.0,4.8
2011-03-16 09:37:14,"near the east coast of Honshu, Japan",35.109,141.237,35.0,4.6
2011-03-16 09:19:09,"off the east coast of Honshu, Japan",37.524,143.914,31.6,4.7
2011-03-16 09:17:27,"off the east coast of Honshu, Japan",35.962,142.366,34.1,4.7
2011-03-16 09:15:06,"off the east coast of Honshu, Japan",37.194,143.593,35.0,4.7
2011-03-16 08:58:30,"off the east coast of Honshu, Japan",37.002,142.355,55.8,4.6
2011-03-16 08:17:10,"off the east coast of Honshu, Japan",37.278,143.544,35.0,4.9
2011-03-16 07:06:08,"off the east coast of Honshu, Japan",37.826,144.024,12.9,4.8
2011-03-16 06:54:59,"off the east coast of Honshu, Japan",36.408,143.161,19.7,4.9
2011-03-16 06:51:29,"near the east coast of Honshu, Japan",35.659,140.887,54.2,4.5
2011-03-16 06:29:03,"near the east coast of Honshu, Japan",39.887,142.019,36.0,5.7
2011-03-16 06:15:22,"off the east coast of Honshu, Japan",39.108,144.517,22.1,4.7
2011-03-16 05:23:31,"off the east coast of Honshu, Japan",37.256,144.251,15.5,4.8
2011-03-16 04:44:57,"off the east coast of Honshu, Japan",36.955,143.224,9.1,4.9
2011-03-16 04:38:54,"off the east coast of Honshu, Japan",36.606,142.17,35.0,4.6
2011-03-16 04:17:26,"near the east coast of Honshu, Japan",35.747,140.907,35.0,4.5
2011-03-16 04:14:30,"near the east coast of Honshu, Japan",37.552,141.429,16.6,5.4
2011-03-16 03:52:02,"near the east coast of Honshu, Japan",35.747,140.71,10.0,5.7
2011-03-16 03:23:37,"near the east coast of Honshu, Japan",36.954,141.125,58.4,4.6
2011-03-16 02:48:29,"near the east coast of Honshu, Japan",39.962,142.345,35.0,4.5
2011-03-16 02:47:12,"off the east coast of Honshu, Japan",37.676,142.535,20.9,4.8
2011-03-16 02:36:34,"off the east coast of Honshu, Japan",36.438,143.274,7.3,4.5
2011-03-16 02:34:49,"off the east coast of Honshu, Japan",36.29,142.46,35.0,4.5
2011-03-16 01:55:08,"off the east coast of Honshu, Japan",37.503,143.032,20.9,4.9
2011-03-16 01:44:10,"near the east coast of Honshu, Japan",36.238,141.911,14.9,4.5
2011-03-16 01:08:08,"near the east coast of Honshu, Japan",36.332,140.997,31.7,4.5
2011-03-16 01:03:19,"off the east coast of Honshu, Japan",36.07,143.402,25.7,4.5
2011-03-16 00:30:10,"near the east coast of Honshu, Japan",35.861,141.94,35.0,4.7
2011-03-16 00:29:04,"near the east coast of Honshu, Japan",38.314,142.896,24.6,4.8
2011-03-16 00:22:29,"near the east coast of Honshu, Japan",36.224,141.077,24.1,4.8
2011-03-16 00:22:04,"off the east coast of Honshu, Japan",37.274,143.522,35.0,4.7
2011-03-15 23:58:07,"near the east coast of Honshu, Japan",35.837,141.249,40.4,4.8
2011-03-15 23:52:52,"off the east coast of Honshu, Japan",38.755,144.245,35.0,4.7
2011-03-15 23:23:30,"off the east coast of Honshu, Japan",36.901,142.701,16.1,4.8
2011-03-15 23:06:57,"off the east coast of Honshu, Japan",38.669,144.329,35.0,4.8
2011-03-15 22:37:13,"off the east coast of Honshu, Japan",37.37,144.141,10.0,5.2
2011-03-15 22:15:12,"off the east coast of Honshu, Japan",37.339,143.733,35.0,4.7
2011-03-15 21:42:11,"off the east coast of Honshu, Japan",39.586,143.121,37.6,4.8
2011-03-15 21:35:07,"off the east coast of Honshu, Japan",37.75,145.051,35.0,4.8
2011-03-15 21:04:54,"near the east coast of Honshu, Japan",36.744,140.286,50.3,5.0
2011-03-15 20:44:40,"near the east coast of Honshu, Japan",38.791,142.422,3.6,4.7
2011-03-15 20:29:59,"near the east coast of Honshu, Japan",35.209,140.994,19.4,5.7
2011-03-15 20:14:33,"off the east coast of Honshu, Japan",37.69,143.453,22.5,5.0
2011-03-15 20:03:51,"near the east coast of Honshu, Japan",38.394,142.293,35.0,4.7
2011-03-15 20:00:15,"off the east coast of Honshu, Japan",37.801,143.917,17.5,4.6
2011-03-15 19:53:20,"off the east coast of Honshu, Japan",37.716,142.143,32.7,4.9
2011-03-15 19:48:51,"off the east coast of Honshu, Japan",39.178,143.211,35.0,4.5
2011-03-15 19:46:16,"off the east coast of Honshu, Japan",36.968,142.27,15.5,4.6
2011-03-15 19:40:36,"off the east coast of Honshu, Japan",37.801,143.641,35.0,4.5
2011-03-15 19:13:34,"off the east coast of Honshu, Japan",38.508,143.267,10.0,4.9
2011-03-15 19:01:30,"near the east coast of Honshu, Japan",38.132,141.934,10.0,5.4
2011-03-15 18:29:10,"off the east coast of Honshu, Japan",37.632,143.532,17.8,4.9
2011-03-15 18:19:42,"near the east coast of Honshu, Japan",36.567,140.977,64.7,4.5
2011-03-15 18:08:17,"off the east coast of Honshu, Japan",35.975,143.255,35.0,4.6
2011-03-15 17:56:23,"off the east coast of Honshu, Japan",37.089,142.239,36.1,4.5
2011-03-15 17:40:56,"near the east coast of Honshu, Japan",35.521,140.917,40.0,4.6
2011-03-15 16:37:37,"off the east coast of Honshu, Japan",37.577,142.118,48.1,4.5
2011-03-15 16:23:04,"near the east coast of Honshu, Japan",36.888,140.339,37.5,4.7
2011-03-15 16:09:34,"off the east coast of Honshu, Japan",37.811,143.915,0.7,4.7
2011-03-15 15:56:22,"off the east coast of Honshu, Japan",37.085,143.869,35.0,4.5
2011-03-15 15:23:53,"off the east coast of Honshu, Japan",40.335,143.288,18.0,6.1
2011-03-15 15:03:51,"off the east coast of Honshu, Japan",37.228,142.106,3.0,4.6
2011-03-15 14:58:53,"off the east coast of Honshu, Japan",37.496,143.652,20.5,4.8
2011-03-15 14:51:22,"off the east coast of Honshu, Japan",37.138,142.168,16.2,4.7
2011-03-15 14:40:38,"near the east coast of Honshu, Japan",39.619,142.633,39.0,4.6
2011-03-15 14:30:28,"off the east coast of Honshu, Japan",40.285,143.393,35.0,4.6
2011-03-15 13:55:10,"off the east coast of Honshu, Japan",38.098,143.025,42.2,4.7
2011-03-15 13:54:35,"off the east coast of Honshu, Japan",36.925,144.52,17.2,4.7
2011-03-15 13:47:09,"off the east coast of Honshu, Japan",37.35,142.153,35.0,5.0
2011-03-15 13:37:57,"near the east coast of Honshu, Japan",37.674,141.941,44.8,5.1
2011-03-15 13:31:46,"eastern Honshu, Japan",35.272,138.582,9.0,6.0
2011-03-15 13:27:56,"off the east coast of Honshu, Japan",37.576,142.237,28.0,6.0
2011-03-15 13:10:48,"near the east coast of Honshu, Japan",36.673,140.873,60.6,4.5
2011-03-15 12:51:43,"off the east coast of Honshu, Japan",38.973,144.313,10.0,4.6
2011-03-15 12:33:11,"near the east coast of Honshu, Japan",38.98,142.603,29.7,4.9
2011-03-15 11:53:24,"off the east coast of Honshu, Japan",37.001,143.681,35.0,4.6
2011-03-15 11:46:21,"near the east coast of Honshu, Japan",40.419,142.959,35.3,5.5
2011-03-15 11:43:49,"off the east coast of Honshu, Japan",37.889,144.912,35.0,4.9
2011-03-15 11:35:57,"off the east coast of Honshu, Japan",37.593,142.533,35.0,4.5
2011-03-15 11:28:47,"off the east coast of Honshu, Japan",36.867,142.488,35.0,4.6
2011-03-15 11:06:15,"off the east coast of Honshu, Japan",37.145,142.375,22.5,5.1
2011-03-15 10:50:01,"near the east coast of Honshu, Japan",35.578,141.876,35.0,5.2
2011-03-15 10:43:21,"off the east coast of Honshu, Japan",38.843,144.371,35.0,4.5
2011-03-15 10:31:28,"near the east coast of Honshu, Japan",35.836,140.653,43.7,4.8
2011-03-15 10:18:47,"off the east coast of Honshu, Japan",38.953,144.366,25.0,4.6
2011-03-15 10:16:51,"off the east coast of Honshu, Japan",38.895,144.453,20.8,4.7
2011-03-15 09:52:05,"off the east coast of Honshu, Japan",37.245,142.348,48.5,4.8
2011-03-15 09:49:52,"off the east coast of Honshu, Japan",37.367,142.301,8.0,5.8
2011-03-15 09:46:24,"off the east coast of Honshu, Japan",37.72,143.892,21.4,4.7
2011-03-15 09:37:09,"off the east coast of Honshu, Japan",37.953,143.718,25.9,4.5
2011-03-15 09:34:47,"off the east coast of Honshu, Japan",39.79,143.468,27.2,4.5
2011-03-15 09:30:52,"off the east coast of Honshu, Japan",37.573,143.805,10.0,4.5
2011-03-15 09:16:01,"near the east coast of Honshu, Japan",35.653,141.792,35.0,4.7
2011-03-15 08:56:41,"near the east coast of Honshu, Japan",39.469,142.577,47.0,4.6
2011-03-15 08:48:24,"off the east coast of Honshu, Japan",37.519,143.547,34.2,5.1
2011-03-15 08:45:33,"near the east coast of Honshu, Japan",35.864,141.444,49.9,4.8
2011-03-15 08:36:21,"off the east coast of Honshu, Japan",36.566,142.596,25.3,4.8
2011-03-15 08:28:25,"off the east coast of Honshu, Japan",37.164,143.693,5.2,4.8
2011-03-15 08:16:59,"off the east coast of Honshu, Japan",38.539,144.051,45.4,4.7
2011-03-15 08:11:47,"off the east coast of Honshu, Japan",37.032,143.885,35.4,4.7
2011-03-15 08:08:37,"off the east coast of Honshu, Japan",38.23,144.57,35.0,4.6
2011-03-15 08:01:43,"off the east coast of Honshu, Japan",40.401,143.24,12.0,5.4
2011-03-15 07:48:30,"near the east coast of Honshu, Japan",37.16,141.224,52.0,4.6
2011-03-15 07:35:44,"off the east coast of Honshu, Japan",37.489,142.304,35.4,4.8
2011-03-15 07:25:21,"off the east coast of Honshu, Japan",37.123,142.325,39.1,4.8
2011-03-15 07:23:00,"off the east coast of Honshu, Japan",37.367,144.356,19.9,4.9
2011-03-15 07:18:13,"off the east coast of Honshu, Japan",36.044,142.29,36.4,4.6
2011-03-15 07:08:30,"near the east coast of Honshu, Japan",38.341,142.2,43.8,5.0
2011-03-15 07:03:49,"near the east coast of Honshu, Japan",36.785,140.351,34.6,4.9
2011-03-15 06:56:32,"near the east coast of Honshu, Japan",36.808,140.337,39.3,4.7
2011-03-15 06:40:27,"off the east coast of Honshu, Japan",37.529,143.743,35.0,4.9
2011-03-15 06:31:31,"off the east coast of Honshu, Japan",37.327,142.14,35.0,4.8
2011-03-15 06:21:19,"near the east coast of Honshu, Japan",39.83,142.68,42.7,4.5
2011-03-15 05:40:27,"off the east coast of Honshu, Japan",37.803,142.041,51.4,4.5
2011-03-15 05:31:26,"off the east coast of Honshu, Japan",35.969,142.27,35.0,4.8
2011-03-15 05:28:35,"near the east coast of Honshu, Japan",35.997,140.472,35.0,4.8
2011-03-15 05:05:01,"near the east coast of Honshu, Japan",35.454,141.775,35.1,4.5
2011-03-15 04:55:51,"eastern Honshu, Japan",39.366,141.894,60.8,4.5
2011-03-15 04:16:37,"off the east coast of Honshu, Japan",36.977,144.572,10.0,4.5
2011-03-15 04:08:45,"off the east coast of Honshu, Japan",36.913,142.072,22.6,4.7
2011-03-15 03:21:35,"off the east coast of Honshu, Japan",37.705,143.938,26.0,5.0
2011-03-15 03:20:46,"near the east coast of Honshu, Japan",35.769,140.863,28.8,4.8
2011-03-15 03:17:27,"near the east coast of Honshu, Japan",39.093,142.484,42.2,4.6
2011-03-15 02:37:53,"off the east coast of Honshu, Japan",37.317,144.393,10.0,4.6
2011-03-15 02:31:58,"near the east coast of Honshu, Japan",35.807,140.938,41.6,4.5
2011-03-15 02:17:14,"near the east coast of Honshu, Japan",35.994,141.606,30.5,4.7
2011-03-15 01:35:46,"near the east coast of Honshu, Japan",39.536,142.688,35.1,4.7
2011-03-15 00:46:08,"off the east coast of Honshu, Japan",37.974,144.003,35.0,4.8
2011-03-15 00:41:07,"off the east coast of Honshu, Japan",39.322,144.248,38.6,4.6
2011-03-15 00:38:37,"near the east coast of Honshu, Japan",37.216,141.66,43.3,4.7
2011-03-15 00:20:01,"off the east coast of Honshu, Japan",36.132,142.241,35.0,4.6
2011-03-15 00:02:52,"near the east coast of Honshu, Japan",36.121,141.175,19.2,4.6
2011-03-14 23:38:23,"off the east coast of Honshu, Japan",36.9,144.018,24.4,4.9
2011-03-14 23:25:07,"off the east coast of Honshu, Japan",37.591,143.86,36.8,4.6
2011-03-14 23:23:11,"near the east coast of Honshu, Japan",39.874,142.981,23.9,5.0
2011-03-14 23:22:02,"off the east coast of Honshu, Japan",40.393,143.848,35.0,5.2
2011-03-14 23:17:41,"off the east coast of Honshu, Japan",37.641,144.255,29.3,4.8
2011-03-14 23:15:14,"near the east coast of Honshu, Japan",36.162,141.837,35.0,4.8
2011-03-14 23:13:16,"off the east coast of Honshu, Japan",37.159,142.368,35.0,4.5
2011-03-14 23:00:16,"near the east coast of Honshu, Japan",38.826,141.993,35.0,4.7
2011-03-14 22:41:36,"near the east coast of Honshu, Japan",38.61,142.058,35.5,4.7
2011-03-14 22:32:31,"off the east coast of Honshu, Japan",37.388,142.658,16.0,4.8
2011-03-14 22:30:54,"off the east coast of Honshu, Japan",38.592,144.402,25.0,4.8
2011-03-14 22:29:24,"eastern Honshu, Japan",37.053,140.733,35.0,4.7
2011-03-14 22:26:42,"off the east coast of Honshu, Japan",37.224,143.677,35.0,4.5
2011-03-14 22:22:33,"near the east coast of Honshu, Japan",39.162,142.471,43.0,4.6
2011-03-14 22:04:11,"near the east coast of Honshu, Japan",35.75,141.061,43.8,5.0
2011-03-14 21:14:42,"off the east coast of Honshu, Japan",36.008,142.368,35.0,4.6
2011-03-14 21:11:11,"near the east coast of Honshu, Japan",35.698,141.782,35.0,4.5
2011-03-14 21:01:19,"off the east coast of Honshu, Japan",39.097,143.465,13.3,4.6
2011-03-14 20:45:46,"off the east coast of Honshu, Japan",36.948,142.735,35.0,4.6
2011-03-14 20:23:51,"Bonin Islands, Japan region",27.067,143.464,12.3,4.7
2011-03-14 20:23:26,"off the east coast of Honshu, Japan",36.652,143.289,18.3,4.5
2011-03-14 20:11:55,"off the east coast of Honshu, Japan",38.018,144.322,15.6,4.6
2011-03-14 20:10:41,"off the east coast of Honshu, Japan",36.668,143.714,35.0,4.7
2011-03-14 20:08:59,"off the east coast of Honshu, Japan",37.805,144.255,36.8,4.7
2011-03-14 20:04:35,"near the east coast of Honshu, Japan",35.91,140.88,47.1,4.6
2011-03-14 19:59:48,"near the south coast of Honshu, Japan",35.382,139.798,50.4,4.7
2011-03-14 19:48:42,"off the east coast of Honshu, Japan",36.284,143.773,17.7,4.6
2011-03-14 19:34:13,"near the east coast of Honshu, Japan",39.114,142.989,55.1,4.7
2011-03-14 19:31:36,"near the east coast of Honshu, Japan",36.521,141.825,42.3,4.6
2011-03-14 19:29:23,"near the east coast of Honshu, Japan",38.493,141.915,14.1,4.9
2011-03-14 19:28:28,"near the east coast of Honshu, Japan",38.64,141.721,39.3,5.1
2011-03-14 19:12:56,"near the east coast of Honshu, Japan",36.513,141.883,35.0,4.5
2011-03-14 19:07:22,"off the east coast of Honshu, Japan",38.152,143.28,8.2,4.5
2011-03-14 19:04:49,"off the east coast of Honshu, Japan",36.664,142.081,35.0,4.6
2011-03-14 19:04:13,"near the east coast of Honshu, Japan",35.841,140.809,57.6,4.8
2011-03-14 18:41:01,"near the east coast of Honshu, Japan",36.576,141.745,26.1,5.4
2011-03-14 18:40:09,"off the east coast of Honshu, Japan",37.996,144.332,7.4,4.7
2011-03-14 18:35:36,"near the east coast of Honshu, Japan",37.357,141.256,1.8,4.6
2011-03-14 18:34:59,"off the east coast of Honshu, Japan",37.74,144.23,8.9,4.5
2011-03-14 18:11:00,"near the east coast of Honshu, Japan",36.529,141.831,23.9,4.5
2011-03-14 18:01:34,"off the east coast of Honshu, Japan",37.053,142.357,37.1,5.4
2011-03-14 17:59:41,"off the east coast of Honshu, Japan",37.206,142.245,20.3,5.6
2011-03-14 17:49:57,"off the east coast of Honshu, Japan",37.697,144.587,27.0,4.6
2011-03-14 17:26:06,"off the east coast of Honshu, Japan",37.591,142.019,46.0,4.8
2011-03-14 17:14:44,"off the east coast of Honshu, Japan",36.907,142.943,11.1,4.8
2011-03-14 16:23:02,"near the east coast of Honshu, Japan",38.959,142.632,12.6,4.7
2011-03-14 16:11:33,"near the east coast of Honshu, Japan",36.468,140.908,53.8,4.6
2011-03-14 15:56:08,"near the east coast of Honshu, Japan",37.001,141.909,33.9,4.6
2011-03-14 15:50:02,"off the east coast of Honshu, Japan",37.039,142.651,35.0,4.5
2011-03-14 15:46:26,"off the east coast of Honshu, Japan",37.408,143.789,35.0,4.5
2011-03-14 15:30:01,"off the east coast of Honshu, Japan",37.735,142.297,49.2,4.5
2011-03-14 15:23:52,"off the east coast of Honshu, Japan",37.199,143.618,30.4,4.9
2011-03-14 15:11:11,"off the east coast of Honshu, Japan",36.233,142.074,35.2,4.7
2011-03-14 15:03:49,"off the east coast of Honshu, Japan",36.463,142.066,10.0,4.5
